Trial,Channel,Discovery_s,Clear_s,ClearInterval_s,DiscoveryToClear_s
9,13,77,1006.94994174712,108.460497390766,929.949941747123
9,11,65,1501.08465801808,494.134716270956,1436.08465801808
9,18,1735.09678852317,1912.63829413334,411.55363611526,177.541505610168
9,12,71,2071.79624936581,159.157955232472,2000.79624936581
9,9,53,2315.37474764539,243.578498279576,2262.37474764539
9,10,2363.37474764539,2506.81785880522,191.443111159834,143.443111159834
9,16,2375.37474764539,2850.17197157835,343.354112773128,474.797223932962
9,7,392.004692767211,3382.51233996266,532.34036838431,2990.50764719545
10,6,35,411.069600011265,411.069600011265,376.069600011265
10,1,5,923.447057898071,512.377457886805,918.447057898071
10,9,53,1080.44204221073,156.994984312663,1027.44204221073
10,15,1757.14929926657,1959.97311213734,879.53106992661,202.823812870771
10,17,2193.51374466277,2510.85343955965,550.880327422309,317.339694896884
10,10,59,2639.36153131476,128.508091755104,2580.36153131476
10,7,2145.51374466277,2900.51964906898,261.158117754227,755.005904406215
10,19,3093.49334637363,3388.01731413019,487.497665061206,294.523967756555
10,16,95,3544.70546471919,156.688150589004,3449.70546471919
10,8,47,3624.71903912133,80.0135744021336,3577.71903912133
10,4,3045.49334637363,3773.58565153532,148.86661241399,728.092305161682
10,12,3069.49334637363,3843.51940961817,69.9337580828537,774.026063244536
10,2,423.069600011265,4078.54774578697,235.028336168803,3655.47814577571
11,2,11,375.356246309886,375.356246309886,364.356246309886
11,14,453.356246309886,653.37175311104,278.015506801154,200.015506801154
11,15,818.968503288625,1110.98746391922,457.615710808177,292.018960630592
11,11,1164.98746391922,1249.02786838945,138.040404470233,84.0404044702332
11,12,1170.98746391922,1283.33825378318,34.3103853937275,112.350789863961
11,13,77,1573.71131654979,290.373062766615,1496.71131654979
11,18,107,1709.71116245381,135.999845904018,1602.71116245381
11,8,47,1758.58704909497,48.875886641157,1711.58704909497
11,1,2393.22965390896,2524.50647692379,765.919427828818,131.276823014828
11,16,95,2623.58044181333,99.073964889541,2528.58044181333
11,6,35,2738.89742960309,115.31698778976,2703.89742960309
11,20,2792.89742960309,2991.47615511092,252.578725507835,198.578725507835
