Trial,Channel,IsDirectional,Discovery_s,Clear_s,ClearInterval_s,DiscoveryToClear_s
15,13,0,2193.41560936568,2527.22304126899,138.696346235426,333.807431903315
15,15,0,2735.26794585246,2907.61777680508,380.394735536086,172.34983095262
15,20,0,3095.98391729156,3305.49209949998,397.874322694905,209.508182208427
15,18,0,3526.79688760774,3779.48470717408,473.992607674091,252.687819566336
15,14,1,3834.60273510467,4079.65914356517,300.17443639109,245.0564084605
15,6,1,3816.60273510467,4306.67830595832,227.019162393155,490.075570853654
15,3,0,5855.57148338558,6382.87562585699,2076.19731989867,527.304142471417
15,16,0,5704.22024624662,6554.80178205821,171.926156201215,850.581535811591
15,19,1,6219.67428088048,7263.90203307232,709.100251014113,1044.22775219184
16,17,0,416,657.195282168443,657.195282168443,241.195282168443
16,10,0,374,829.049999722578,171.854717554135,455.049999722578
16,11,0,739.146608417759,972.403471007846,143.353471285268,233.256862590087
16,4,1,1041.7850815849,1279.80127756273,307.397806554887,238.016195977837
16,3,1,1035.7850815849,1415.20099154172,135.39971397899,379.415909956826
16,7,0,2937.43360068577,3201.76368798589,1786.56269644416,264.330087300115
16,13,0,2961.43360068577,3523.76558670017,322.001898714286,562.331986014402
16,1,0,2726.08236354681,3733.85189580084,210.086309100666,1007.76953225403
16,16,1,3935.44842723252,4109.46957172857,375.61767592773,174.021144496047
16,15,0,2598.73112640785,4177.21663241945,67.7470606908864,1578.4855060116
16,20,0,2429.3798892689,4441.50161606761,264.284983648156,2012.12172679871
16,8,1,5020.22323800204,5246.83596190635,805.334345838737,226.612723904304
16,9,0,5886.225955354,6314.97740382653,1068.14144192019,428.751448472536
16,14,1,6528.56219003865,6676.84159618308,361.864192356545,148.279406144424
16,5,1,6817.48004980123,7064.38856340966,387.546967226584,246.908513608433
17,20,0,314,648.502960400249,648.502960400249,334.502960400249
17,1,0,320,832.102535768175,183.599575367926,512.102535768175
17,10,0,1279.49793602366,1537.86481930468,705.762283536501,258.366883281019
17,4,0,2232.72884917085,2520.51543775691,982.650618452231,287.786588586053
17,6,0,2244.72884917085,2811.77212395173,291.256686194818,567.043274780871
17,12,0,3628.00065817896,3874.39764004499,1062.62551609326,246.396981866026
17,13,0,3446.64942104,4040.90761360396,166.509973558974,594.258192563958
17,7,0,3604.00065817896,4512.9391615593,472.031547955339,908.938503380339
17,16,1,4616.9338930964,4857.84240670483,344.903245145532,240.908513608433
17,14,0,5591.34966903384,5829.3478872722,971.505480567368,237.998218238359
17,11,0,6040.86282628702,6172.99324949121,343.645362219005,132.130423204184
17,2,0,6010.86282628702,6246.34372829773,73.3504788065211,235.480902010705
17,5,0,6022.86282628702,6604.75688933193,358.413161034207,581.894063044912
18,2,0,326,657.880372645223,657.880372645223,331.880372645223
18,13,1,744.877424458137,916.613566805352,258.733194160129,171.736142347215
18,4,1,1353.94303268659,1547.7316530545,631.11808624915,193.788620367914
18,16,0,3396.75273079705,3625.12095148324,2077.38929842874,228.368220686191
18,5,1,3724.2797723838,4035.3361808443,410.215229361062,311.056408460498
